Run_ID,AssayType,DIV,Well,NeuronType,Time,Chip_ID,Mean_FiringRate,Mean_SpikeAmplitude,Active_area,Mean_ISI,Std_ISI,Mean_ISI_CV,Mean_Fano,CHIP_WELL,is_outlier,expected_y,resid_expected,is_bad_residual,to_exclude
83,Sparse7x,23,1,MxWT,6/7/24 8:42,M07420,2.092186597,125.5335846,96.16666667,1.580010319,2.872165915,3.009198144,8.999538625,M07420_1,False,94.64646465,1.5202020199999993,False,False
85,Sparse7x,23,1,MxWT,6/7/24 9:13,M07427,1.990951218,151.9946076,96.18181818,1.657488589,2.22714755,2.041912811,5.99365317,M07427_1,False,94.64646465,1.5353535299999947,False,False
85,Sparse7x,23,2,MxWT,6/7/24 9:13,M07427,2.272811565,151.0224249,97.90909091,1.419470775,1.83117744,1.750930014,4.832099799,M07427_2,False,94.64646465,3.2626262600000047,False,False
85,Sparse7x,23,3,MxWT,6/7/24 9:13,M07427,2.121546427,125.6778852,95.34848485,1.798565794,2.071870365,1.849268152,5.691105522,M07427_3,False,94.64646465,0.7020202000000069,False,False
85,Sparse7x,23,4,FxHET,6/7/24 9:13,M07427,1.191478351,137.3786926,82.46969697,3.994154563,4.781200972,1.931802567,4.903232458,M07427_4,False,90.61868687,-8.148989900000004,False,False
85,Sparse7x,23,5,FxHET,6/7/24 9:13,M07427,0.858567181,147.0186053,81.53030303,4.713929038,5.617161949,1.618870336,3.465562036,M07427_5,False,90.61868687,-9.088383840000006,False,False
85,Sparse7x,23,6,MxWT,6/7/24 9:13,M07427,2.539772022,143.7809731,97.6969697,1.299367459,1.591107127,1.930282672,6.077695303,M07427_6,False,94.64646465,3.050505049999998,False,False
89,Sparse7x,23,1,MxHEMI,6/7/24 10:22,M08018,3.487653078,94.38583199,94.03030303,1.799108713,1.839994897,2.097185069,7.125064302,M08018_1,False,88.61363636666665,5.416666663333345,False,False
89,Sparse7x,23,2,MxWT,6/7/24 10:22,M08018,2.800797203,91.61713922,86.3030303,3.372242556,3.068771737,1.592031136,4.271397033,M08018_2,False,94.64646465,-8.343434349999995,False,False
89,Sparse7x,23,3,FxHET,6/7/24 10:22,M08018,2.22143442,108.0210979,92.53030303,2.487572175,2.869932312,1.807425019,5.376208021,M08018_3,False,90.61868687,1.9116161599999941,False,False
89,Sparse7x,23,4,MxHEMI,6/7/24 10:22,M08018,2.334511696,91.79800378,86.34848485,2.994097088,2.798223521,1.829039695,5.286457472,M08018_4,False,88.61363636666665,-2.2651515166666485,False,False
89,Sparse7x,23,5,MxWT,6/7/24 10:22,M08018,2.404311175,126.3079379,94.36363636,2.106296796,2.089638433,1.668174635,4.563103465,M08018_5,False,94.64646465,-0.28282828999999765,False,False
89,Sparse7x,23,6,FxHET,6/7/24 10:22,M08018,2.016144524,104.0466091,90.43939394,2.907434076,3.018113073,1.801207317,5.161946917,M08018_6,False,90.61868687,-0.17929293000000257,False,False
101,Sparse7x,27,1,MxHEMI,6/11/24 10:16,M07039,2.665444785,104.5778055,93.86363636,1.840650392,2.155999159,2.14196408,6.903861697,M07039_1,False,88.60353535499999,5.26010100500001,False,False
